username,like_linda,like_karl_peter,like_sandy,like_kevin,like_martin,like_claudia,like_best_cluster_of_all,like_best_cluster_of_top_20,used_hashtags
CrimsonMephis,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ChimeSignSweeps', '#witchqueen', '#JusticeforBangalore']"
davidblog2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#giveaway', '#win', '#WIN', '#contest', '#ValentinesDay', '#sweeps', '#Giveaway', '#Fashion', '#CandyConversation', '#100YearsOfSees', '#point65', '#boblbee', '#MadeInUSA', '#LifetimeGuarantee', '#GameFuelPS5Sweepstakes', '#enddeclawing', '#freecasefriday', '#LemonsIntoLemonade', '#PeacockFlockSweepstakes', '#EWBarbStarSweepstakes', '#BarbAndStar', '#MoneyMonday', '#SoFiMoney', '#SweepsEntry', '#RandomActsofKindness', '#MagentaMAX', '#CheersTo21Years', '#TasteOfTheIslands', '#sweepstakes', '#georgeharrison', '#recordplayer', '#turntable', '#cbd', '#competition', '#5Gsfor5G', '#GIVEAWAY', '#sandwiches', '#TeamInterstate', '#GEARWRENCHtools', '#NHRA', '#CampingWorldMadness', '#ULTRAOrganicSeltzer', '#Sweepstakes', '#RealisBetter', '#ArtificialisBetter', '#PEAKSquad', '#attexplore', '#Bestof2021Sweepstakes', '#TeamULTRA', '#ULTRAMerchMadness', '#creditchat', '#StellaBites', '#DIVOTDERBYDAYS', '#StellaMutual', '#BuschDirtCar', '#CashAppFriday', '#PeytonvilleSweepstakes', '#OscarCookMyKicks', '#FrontlineFinalsLive', '#mayophobia', '#OvershareInYourUnderwear', '#HanesTSPGiveaway', '#HotPocketsNRG', '#ExpediaChat', '#AWcademyAwards', '#expediaChat', '#GrubhubAwards', '#RedCarpetCasual', '#Verizon5GAccess', '#HollywoodGlam', '#PlayItCool', '#Oscars', '#FreakOut', '#ShareAStella', '#TriviArtois', '#withoutremorse', '#MoneyGramMonday', '#IMDbWatchKit', '#DQSweetestSeasonPass', '#DQSweepstakes', '#RefundGlowUp', '#RefundGlowup', '#Contest', '#MeanPrizeGiveaway', '#Cruella', '#StreamingDay', '#disneybundle', '#DisneyPlus', '#DisneyBundle', '#BudLightStimmyTix', '#NetworkOfAppreciation', '#ModeloCustomKicks', '#RuleYourDay', '#AlaskaBucketList', '#VenmoMe', '#TakeYourDogToWorkDay', '#PetLover', '#GiveawayAlert', '#BeInfinite', '#Infinite', '#ParamountPlus', '#TMobileTuesdays', '#ReturntoRegal', '#tiedyetakeover', '#BirdiesForPremier', '#DIY', '#SummerSplurge', '#WalgreensReesesSweepstakes', '#RegalSpaceJamSweepstakes', '#KiddePetSafety', '#AnimalKingdom', '#stellaEmocheese', '#HeinzSweepstakes', '#TakeGoldTasteGolden', '#SharkWeek', '#RokuSweepstakes', '#NationalDogDay', '#BucketHat', '#BaseballHat', '#PaulWoodley', '#Roku', '#free', '#Bonfire', '#firepit', '#fireplace', '#camping', '#tailgating', '#lake', '#beach', '#outdoors', '#outdoorliving', '#fire', '#BBQ', '#bbqlife', '#summer', '#Summer2021', '#JohnnieWalkerEqualityDaySweepstakes', '#WomensEqualityDay', '#BuschLightApple', '#LiptonDogDays', '#Sweeps', '#DestroyTheNexus']"
JaiCuster5,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MyWorstCar', '#ImTheGOATof', '#garyveegame', '#straightfuckingfacts', '#favpodcast', '#Clubhouse', '#NoteToSelf', '#vaynernation', '#trashtalk', '#fliplife', '#TeaWithCousinT', '#Ad', '#grateful', '#hustle', '#humble', '#sureal', '#patience', '#itsnotluck']"
katmagick,0.0%,0.0%,0.0%,11.11%,0.0%,0.0%,,"11.76%, Cluster: community cluster 955","['#StevenUniverse', '#Trilogy', '#TheOfficeSweepstakes', '#PeacockTV', '#FreePC', '#sweepstakes', '#MaximPDX', '#PDX', '#MaximDefense', '#EOTech', '#EOTechXPS3', '#gungiveaway', '#winagun', '#dreamgun', '#win', '#free', '#giveaway', '#attexplore', '#sweeps', '#popchips', '#Free5kBTC', '#MadeInUSA', '#LifetimeGuarantee', '#FreshIntentions', '#FINALLY21', '#Sweepstakes', '#enddeclawing', '#DeClawtheClaw', '#Sweeps', '#FreeMugFriday', '#IWouldDoANYTHINGForAKlondikeConeZoneSweepstakes', '#KlondikeConeZone', '#FreeGamingPC', '#FreeCaseFriday', '#GoTime', '#BuschSnowDay', '#DaytonaDay', '#DAYTONA500', '#DAYTONA', '#dogecoin', '#TheLoveLevengerGiveaway', '#5Gsfor5G', '#contest', '#GalentinesDay', '#raspberry', '#raspberries', '#SweetnessWorthSharing', '#StellaMutual', '#NationalPuppyDay', '#Giveaway', '#Contest', '#GoldOrChocolate', '#WhatsInYourFruitBowl', '#AcedIt', '#Swift3', '#fingerscrossed', '#AMomentWMom', '#MoneyGramMonday', '#BluesInBloomGiveaway', '#SpreadTheHappiness', '#GetOutsideWithEvolve', '#HerrsFlavorMixMystery', '#winpralineswednesday', '#WIN', '#NattySour1K', '#TheEditorsGiveaway', '#CheersTo21Years', '#TasteOfTheIslands', '#NationalIcedTeaDay', '#SippinWithLipton', '#TGSummerBreak', '#gaw', '#GIVEAWAY', '#DIY', '#LabattSweeps', '#PickYourPerks', '#SWEEPSTAKES', '#SummerExpeditionGiveaway', '#JuneGiveaway', '#SocialGiveaway', '#Levenger', '#EntertoWin', '#adventure', '#ULTRATinkerDrop', '#WinitWednesday', '#junkfoodday', '#Superberries', '#Salsa', '#Aronia', '#SouthernYummyCBD', '#recoveryispossible', '#RegalSpaceJamSweepstakes', '#pets', '#dogs', '#SharkWeek', '#RokuSweepstakes', '#HotBoSummer', '#camping', '#Bonfire', '#TakeGoldTasteGolden', '#NationalDogDay', '#NaturVet', '#dogsoftwitter', '#doglover', '#dog', '#doggo', '#pup', '#20kday', '#WinItWednesday', '#BananaSplitDay', '#TheProfit', '#NationalDogDays', '#FreeFloatFriday', '#5GBuiltRight', '#EndlessPossibilities', '#WheelGameSweepstakes', '#BlazinSummerSeries', '#BackToSchoolGiveaway']"
DiagnosisPod,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#FanCaveEntry']
MsDemiTasse,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
RosschelleM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#AxieInfinity', '#AxieInfinityScholarship', '#BWG']"
mcflysp1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ChimeSignSweeps', '#ChimeSignSweepstakes']"
SGokul35800982,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Moni,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SenÇalKapımı', '#EdSer', '#SCK', '#kokundaaşkvar', '#LoveIsInTheAir23F', '#KeremBürsin', '#HandeErcel', '#kokundaaşk', '#HandeErçel', '#Teşkilat', '#Masumiyet', '#Edser', '#SenCalKapimi', '#Imperfecto', '#Capitani', '#askthebursin', '#TentacionesDBT11', '#TentacionesDBT10', '#HanKer', '#kerembursin', '#serkanbolat', '#SenCalKapımı', '#SenÇalKapım', '#masumiyet', '#LoveIsInTheAir27A', '#sencalkapimi', '#Hercai', '#CamTavanlar', '#ShowTv', '#TheBürsinWeek', '#BaşBelası', '#SenCalKalpımı', '#AşkMantıkİntikam', '#AşkınTarifi', '#KeremxLiptonIceTea', '#NuevaFotoDePerfil', '#halaaşığım', '#BahtOyunu', '#AdaMasalı', '#wattpad', '#iyikigeldinbaba', '#LoveIsInTheAir', '#AskMantıntıkİntikam', '#BurcuÖzberk', '#İlhanSen', '#EsZan', '#AskMantıkİntikam', '#bebekbolat', '#Eszan', '#Adbor', '#Aşkmantıkİntikam', '#İlhanŞen', '#BurakYörük', '#MelisaDöngel']"
Big,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#TikTok']
florencelaz,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MyTwitterAnniversary', '#NewProfilePic', '#Prayer', '#DivineMercyPrayer', '#UnderStandingYourTime', '#TiOluwaNiLeAtiEkunRe', '#UnapologeticChildOfGod', '#FavouredBeyondMeasure', '#June12Protest', '#MythAndFact', '#WeFightOn']"
LouiseHannon7,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
lett,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#WhatsHappeningInMyanmar']
IvanMubabi,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Vikingwhorre,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
riveraabner9,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SuperBowlWeeknd', '#JakePaul', '#BenAskren', '#FightClub', '#snapchat', '#Adultwork', '#army', '#drpepper', '#Lipton', '#USArmy', '#PEPSI', '#Paint_Me_Naked', '#hellyea', '#TokyoOlympics', '#pepsi', '#teamsapnap', '#gatorade', '#Gatorade', '#whey']"
S,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Pink', '#Star', '#Diamonds', '#Mona', '#Lisa', '#monalisa', '#Dupont', '#Blue', '#Diamond', '#pink', '#diamonds', '#diamond', '#Monalisa', '#star', '#NFTs', '#1988134', '#ClimateCrisis', '#statueofliberty', '#Statue', '#Liberty', '#paintingoftheday', '#StemmariWine']"
salahalsobehe,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#صورة_ملف_شخصي_جديدة', '#للحسابات_الجنوبية', '#جيش_عيدروسي', '#البرق_الجنوبي', '#جنوبيون_نرفض_البرلمان_اليمني']"
ELA420KingRckt,0.0%,16.67%,0.0%,11.11%,0.0%,0.0%,,"10.0%, Cluster: community cluster 525","['#menu', '#sides', '#eat', '#restaurant', '#girlfriend', '#food', '#foodie', '#BillsMafia', '#ChimeInTheWild', '#shorts', '#tiktok', '#dancecompilation', '#VenmoItForward', '#CashAppExtraCredit', '#NewProfilePic', '#tiktokThis', '#SayLess']"
JameAscencioji1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ListaEngel', '#FlorGarcía', '#Teleprensa33', '#SesiónPlenaria10', '#PolíticaSV', '#ElSalvador', '#Dios', '#milagros', '#BukeleMarero']"
MargarethaMadi1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#GroceryGames']
BarryCMassa,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Reds', '#SuperBowl', '#34', '#Top100Reds', '#HalfTimeShow', '#OhioRiver', '#highwater', '#serpentinewall', '#Cincinnati', '#Ohio', '#NKY', '#riverfront', '#purplepeoplebridge', '#TeamSewell', '#TeamChase', '#1', '#DonateLife', '#donatelifemonth', '#COVID19']"
BlacksCaprice,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
MaryLoc00035900,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#AGTWildcard', '#AGT', '#agtwildcardjimmyherrod', '#agtwildcardstormlarge']"
Fahadclipz,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#FalconsAreHere', '#1', '#ad', '#صورة_جديدة_للملف_الشخصي', '#9', '#kingsofboney', '#stcplay', '#FALCONSAREHERE']"
FelipeAraujoFS,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#donosdabola', '#band', '#FutebolNaESPN', '#SPFC', '#saopaulo', '#tricolor', '#RokuNoSPFC', '#SaoPaulo', '#Messinosaopaulo']"
Billmcnabb6,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#nbcdfw', '#kxii', '#kauz', '#kten', '#wfaa', '#cbsdfw', '#nbcolympics', '#kdfw']"
Duquinho2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#pintoawards']
DowellSmith6,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
JoeCynic,0.0%,0.0%,0.0%,11.11%,0.0%,0.0%,,"11.76%, Cluster: community cluster 22","['#dogecoin', '#Webull', '#GTSport', '#gaming', '#racing', '#PS4share', '#photo', '#photography', '#mobilephotography', '#GalaxyS21Ultra', '#joshuatree', '#joshuatreenationalpark', '#sunrise', '#poem', '#poetry', '#WritingCommunity', '#sunset', '#VoteKaneCMT', '#CMTAwards', '#VoteCarrieCMT', '#VoteKeithCMT', '#VoteKelseaCMT', '#vaccinationdone', '#stars', '#Vanguard', '#NewProfilePic']"
RainCity11,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#AlaskaSafetyDance', '#5Gsfor5G', '#contest', '#MagentaMAX', '#Contest', '#JoyWins', '#Sweepstakes', '#SBLV', '#joywins', '#sweepstakes', '#BuschReunionContest', '#BelizePlease', '#belizeplease', '#alaskabucketlist', '#HowWeVegas', '#FFXIVAlienwareSweepstakes', '#AlaskaBucketList', '#SendMyParentsAway', '#EagleRareDad', '#FathersDay', '#Slowdownsummer', '#sweeps', '#PS5', '#BuschToTheMoon', '#BudDadCard', '#HardRockRMTripSweepstakes', '#IbottaBacktoSchool', '#ProtectingHomeBase', '#MAKEITPOP', '#AlaskaAirHockey', '#dashpass', '#respect', '#TMobileTuesdays', '#useek', '#PayItForward', '#LiptonAlbertsonsPortlandSweepstakes', '#LiptonSafewayPortlandSweepstakes', '#BotaBoxXXLSweepstakes']"
BlingMonky,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
THEMAGPIE49,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"11.11%, Cluster: community cluster 227","['#dogs', '#dogsoftwitter', '#mydogiscutest', '#FridayFeeling', '#song', '#FleetwoodMac', '#Retweet', '#ClassicRock', '#RocknRoll', '#RockYouLikeaHurricane', '#IWannaRock', '#Scorpions', '#TwistedSister', '#ROCKnROLL', '#HeavyMetal', '#ForWhomtheBellTolls', '#HolyDiver', '#Metallica', '#RonnieJamesDio', '#DIO', '#jetcityamplification', '#jetcity', '#jetcityamps', '#highexpectations', '#HappyNewYear2021', '#follow', '#IronMaiden', '#SteveHarris', '#HappyBirthday', '#McMurtrie', '#80s', '#VanHalen', '#DiamondDave', '#80srock', '#RockNroll', '#PositiveGrid', '#PositiveGridSpark40', '#SireLarryCarltonL7', '#SireForAll', '#SRV', '#StevieRayVaughan', '#GaryMoore', '#PhilipSayce', '#ShawDavis', '#Blues', '#BluesMan', '#Guitar', '#Guitarist', '#ToneChaser', '#JimmyLeeMusic1', '#guitar', '#bluesfuture', '#bluesmusic', '#IRONMAIDEN', '#UPTHEIRONS', '#ChrisRobinson', '#RichRobinson', '#getCHRISonAMORICA', '#TheBlackCrowes', '#blues', '#bluesguitar', '#humpday', '#dund', '#BestWarriorCompetition', '#MondayMotivation', '#metallica', '#Monday', '#ArmyFit', '#Train2Win', '#PT', '#justchilling', '#mondaymood', '#PoolParty', '#vibes', '#mood', '#NWAS21']"
blackterry123,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#GalaxyS21', '#attexplore', '#sweepstakes', '#LiptonTogetherSweepstakes']"
jennife07854520,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#SmartyTips', '#Sweepstakes', '#FINALLY21', '#PepsiHalftime', '#15', '#ThisIsGold', '#KlondikeConeZone', '#IWouldDoANYTHINGForAKlondikeConeZoneSweepstakes', '#Pepsihalftime', '#fewer', '#LaceEmUp', '#Giveaway', '#FreeDiGiornoPi', '#OptOut', '#MTNDEWMAJORMELON', '#TMobileTuesdays', '#Contest', '#5Gsfor5G', '#contest', '#LemonsintoLemonade', '#over15minutes', '#definately', '#pixarsweeps', '#pixarsoul', '#sweeps', '#UltraBeerBonus', '#WithoutRemorse', '#giveaway', '#giveway', '#DisneyPlus', '#StreamingDay', '#DisneyBundle', '#streamingday', '#Disneybundle', '#BBSweepstakes', '#Thankiversary', '#SWEEPSTAKES', '#WFMCarefreeCarts', '#WFMCAREFREECARTS', '#LiptonTogetherSweepstakes', '#VenmoMe']"
hlriendeau,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
torahrunner,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#tuckers', '#pray', '#Afghanistan', '#PawPatrol', '#PAWPatrol', '#PawPatrolLaPelícula', '#amc', '#cinemark', '#popcorn', '#tictacs']"
Ava,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#fascist', '#FemboyHooters', '#Holocaust', '#gygjhfmjtgthyrghyuf', '#vaccine', '#COVID19', '#COVID', '#Libertarians', '#MAGA', '#GOP', '#coronavirus', '#vaccination', '#ProsuTweetPoster', '#GOPPedoRing', '#FoxNews', '#Breaking', '#FoxNewsPrimetimeSubscribe', '#CPU', '#GTC21', '#WeShouldNormalize', '#FearTheGayAgenda', '#shitpostatus', '#shitpost', '#AlphaTwitterVsSimpTwitter', '#AlphatwittervsSimptwitter', '#FBI', '#NatSec', '#BringTrumpBack', '#FavoriteRWord']"
cecevatea,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#tea', '#çeçeva', '#Çay', '#cecevatea']"
Yousef76252453,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
JoeyCannon,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
Wisamzakie,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
johnathangrigg4,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#HappyBirthdaySashaBanks', '#30', '#SnesFriday', '#PokemonDay', '#Pokemon25', '#Wrestlemania', '#MoneyInTheBank', '#PS1Day', '#WWE', '#MegaDriveMonday', '#wedNESday', '#PokemonBrilliantDiamond', '#PokemonShiningPearl', '#TeamKick', '#Pride2021', '#dailyphoto', '#SashaBanks', '#WeWantSasha', '#VivaLaSASHA', '#SummerOfSASHA', '#GamersUnite', '#retrogaming', '#SmackDown', '#365DaysofBliss', '#LetHerIn', '#AlexasPlayground', '#Lilly', '#Lillylution', '#LivMorgan', '#TalkingSmack']"
danileinado,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#HappyBirthdayNengi', '#NengiAt23', '#BBNaijaHighlights', '#CGPA', '#CGPAS', '#BENNGA', '#TotalAFCONQ2021', '#RealMadridRealBetis', '#OAUmatriculation', '#trophyextraspecialband', '#BBNaijaReunion', '#LM7', '#BBNaija', '#chopbetalife', '#bbnaija', '#topfive', '#UpTheTerras']"
FarooqDarman,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#COVAX', '#Biden']"
CharlesWBondJr1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#TakeHomeHalftime', '#PepsiHalftime', '#10orMore', '#FewerThan10', '#Over15Min', '#Under15Min', '#ChangesForDays', '#TheOneAndOnly', '#MTNDEWMAJORMELON', '#MyPromotionEntry', '#ClassicHits', '#AfterHoursStan', '#Definitely', '#NoWay', '#AToastTo', '#Community', '#Heros', '#Pubs']"
JaberHelmi,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.26%, Cluster: community cluster 538","['#IMAXForTheWin', '#JungleCruise', '#SuicideSquad', '#FreeGuy', '#jodiecomer', '#TheSuicideSquad', '#BlackWidow', '#EmilyBlunt', '#Ratcatcher2', '#KateWarne', '#CashAppExtraCredit', '#ShangChi', '#Venom2', '#HalloweenKills', '#TheLastDuel', '#katewinslet', '#ammonite', '#maryanning', '#movie', '#beautiful', '#Marvel', '#WhatIf', '#SpiderManNoWayHome', '#MargotRobbie', '#TSSWatchParty', '#Spencer', '#THRNews', '#HesAllThat', '#VenmoItForward']"
Accountbhim1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#Drip', '#Bhimnation', '#mosquad', '#1GAD', '#GUNSofNAVARONE', '#wemove', '#ManCity', '#bhimnation', '#WeMove', '#BLOWUP', '#AnlogaJunction', '#abuuuuzigi', '#UEL', '#UefaEuropaLeagueFinal', '#FixingTheCountryGhana', '#FixTheCountry', '#FabulousSunday', '#1GADGOAT', '#NoPressureAlbum', '#yamfestival', '#Adonkogma21', '#yamcarnival', '#YAMCARNIVAL', '#yarmfestival', '#BurnaboyO2', '#LIVCHE', '#MCIARS', '#vibesep', '#VibesEP', '#NewProfilePic', '#UCLDraw']"
kJz9CJQvqpdqT3R,0.0%,16.67%,0.0%,11.11%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#Hyaluronic', '#Food', '#Cosmetic', '#Medical', '#Injection']"
HASSANHUSSAINM7,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#VideoEditing', '#YouTubeMarketing', '#Cluecoin', '#200TwitterFollowers']"
DadaAyomideMar1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
MillerBubolz,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",['#NationalJustBecauseDay']
Penelopedawkin1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"5.88%, Cluster: community cluster 955","['#CRUNCHing', '#TheOffice', '#TheOfficeSweepstakes', '#PeacockTV', '#trynatural', '#GotItFree', '#RobitussinNaturals', '#Nexium24HR', '#WFHVoxBox', '#complimentary', '#FR', '#NationalChocolateLoversMonth', '#Sweepstakes', '#WearTheRainbow', '#sweepstakes', '#NoPurchNecessary', '#MomentsofGood', '#kittytriedtastefuls', '#gratsy', '#BoxyChat', '#Giveaway', '#giveawaycontest', '#giveaway', '#win', '#RedkenDryShampoo', '#contest', '#SwaddlersSkinHealth', '#Fragrance', '#CBD', '#GUMMIES', '#Vegan', '#SlowDownSummer', '#sweeps', '#RadianceRecharged', '#Oreo', '#THINSProtectionProgram', '#bloggiveaway', '#Portorosso', '#PixarLuca', '#VoxBox', '#MyTwitterAnniversary', '#vox', '#RedkenQuickBlowout', '#RedkenBigBlowout', '#sampyshanbutter', '#ValentinoBeauty', '#warmongers', '#warhammer']"
BHalo525,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#WarzoneReport', '#2170994', '#MyTwitterAnniversary', '#MemorialDay']"
trpusaorg,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#diabetes', '#HeartFailure', '#diabetic', '#BlackTwitter', '#ckd', '#healthcare', '#HealthyLiving', '#HealthForAll', '#chronicillness', '#CKD', '#chronickidneydisease', '#FreetheVote', '#MambaDay']"
NardiaTrish,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#TeaWithCousinT', '#IBringTheFlavor', '#IBringRefreshments', '#IBringAGift', '#ISipToPop', '#ISipToRock', '#ISipToJazz', '#ISipToTPAIN']"
MamaMeelah,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#StepByStep', '#BlackHistoryMonth', '#ParamountPlus', '#wildseed', '#OctaviaButlerKnew', '#EverGiven', '#SuezCanal', '#WorldFigure', '#SaveSheikhJarrah', '#NewProfilePic']"
Nina90663444,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#NigerianIdol', '#BBNaija', '#WhiteMoneyGeng', '#BBNaijaSeason6', '#bbnajia', '#BBNaijaShineYaEyes', '#BBNajia', '#bigbroda', '#sisternkechinyere', '#transformeristhesolution', '#nwampka', '#BBNaijia6', '#WhitemoneyGeng', '#bbnaija']"
fasevolution85,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#ForaDiniz', '#COVID_19', '#BolsonaroBustema', '#SaintSeiya', '#NextDimension', '#MaisGeekNaLoading', '#CMOQ', '#MultiversoLoading', '#RespeitaQuemNUNCACaiu', '#OReidoMorumTRI', '#JuizLadrao', '#MarcoTemporalNão', '#FairyTailLoading', '#NãoAoPL5595_20', '#ImpeachmentDeBolsonaroUrgente', '#AssassinationClassroom', '#ImpeachmentDeBolsonaro', '#FairyTailNaLoading', '#FLUxVRE', '#FLUxMAD', '#VozaoNaJanga', '#NãoAPL5595_20', '#CopaIntelbrasDoBrasil', '#covid19', '#saude', '#vacinacao', '#maisgeekloading', '#CPIdaPandemia', '#ForaBolsonaroGenocida', '#29MForaBolsonaro', '#ObrigadoLOADING', '#ChoqueRei', '#FIFAWCC', '#orcamentosecreto', '#bumerangue', '#MarcoTemporalNÃO', '#PL490Nao', '#PL490NÃO', '#TerraIndigenaFica', '#ImpeachmentBolsonaroUrgente', '#ForaBolsonaro', '#BolsonaroGenocida', '#BolsonaroNaCadeia', '#19JForaBolsonaro', '#19JPovoNaRua', '#19JImpeachmentJá', '#19JunhoPovoNasRuas', '#ForaBolsonaroJá', '#ForaBol卐onaroGenocida', '#ENG', '#GER', '#GregNews', '#vempraloading', '#VemPraLoading', '#SDVSegundaFeira', '#Tokyo2020', '#football', '#Gold', '#ArtisticGymnastics', '#ROC', '#USA', '#Football', '#JogosOlimpicos', '#GBR', '#AUS', '#SWE', '#JPN', '#NED', '#CAN', '#BRA', '#Judo', '#Silver', '#JogosParalimpicos', '#18AForaBolsonaro', '#SOSServiçoPúblico', '#veramagalhaes']"
dennisaikins2,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
NerovrHD,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#MyTwitterAnniversary', '#おはようVtuber', '#VRC動画', '#VRChat動画', '#おはよう', '#ArknightsCelebration', '#Arknights', '#Yostar', '#VRChat', '#夜空めぐる', '#新人Vtuver']"
H7Xrt,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
0CROWNEDZ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216",[]
90s,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#the_invisible_guest', '#خورازميات_سعودية', '#ارتفاع', '#فورتنايت', '#doraemon', '#فيسترجارد', '#كتاب', '#ون_بيس', '#ثريد', '#الخطوط_السعودية']"
x,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,"0.0%, Cluster: community cluster 216","['#مسابقة_ابو_ناصر', '#مسابقة_ابوناصر']"
